,Portfolio,Weeks_until_Rebalance,Biweekly_Contribution,Worst_Year,Best_Year,Estimated_Annual_Return,Typical_Returns
457,"'FUSEX', 'ITE', 'VUSTX', 'INIVX', 'DJP'",14.0,600.0,-11.83,17.12,8.0,-5.41 to 12.65
3530,"'PREIX', 'IEI', 'VUSTX', 'SGGDX', 'GSG'",1.0,600.0,-10.77,16.94,8.0,-4.98 to 11.39
3951,"'VFINX', 'TIP', 'PRULX', 'VGPMX', 'GSP'",40.0,700.0,-14.67,21.14,8.0,-6.35 to 14.83
4681,"'SWPPX', 'IPE', 'PRULX', 'USERX', 'GSP'",50.0,700.0,-14.67,19.53,8.0,-6.22 to 13.77
2956,"'VFINX', 'BIV', 'WHOSX', 'USERX', 'DBC'",31.0,700.0,-12.25,18.24,8.0,-5.52 to 13.24
1982,"'PREIX', 'IPE', 'PRULX', 'VGPMX', 'GSG'",14.0,750.0,-15.04,21.16,8.0,-6.15 to 14.48
4401,"'VIGRX', 'ITE', 'VUSTX', 'OPGSX', 'DJP'",7.0,750.0,-11.98,18.56,8.0,-5.08 to 13.16
1802,"'PREIX', 'IGIB', 'PRULX', 'VGPMX', 'GSP'",52.0,800.0,-14.69,19.21,8.0,-6.42 to 13.31
4645,"'PREIX', 'ITE', 'PRULX', 'VGPMX', 'DJP'",12.0,800.0,-12.8,17.23,8.0,-5.89 to 12.04
10,"'VFINX', 'IGIB', 'VUSTX', 'OPGSX', 'GSG'",31.0,850.0,-14.69,19.91,8.0,-6.35 to 13.03
4257,"'PREIX', 'IEI', 'PRULX', 'OPGSX', 'GSG'",39.0,850.0,-11.51,16.92,8.0,-5.7 to 12.08
4779,"'PREIX', 'ITE', 'VUSTX', 'SGGDX', 'DJP'",6.0,850.0,-10.87,15.15,8.0,-5.3 to 11.34
3650,"'FUSEX', 'IEF', 'WHOSX', 'SGGDX', 'GSG'",52.0,900.0,-10.01,15.92,8.0,-6.43 to 10.25
1351,"'VIGRX', 'TIP', 'VUSTX', 'VGPMX', 'GSP'",23.0,1000.0,-16.57,22.56,8.0,-6.19 to 15.93
554,"'VFINX', 'HYG', 'VUSTX', 'USERX', 'GSG'",25.0,100.0,-18.72,23.81,7.99,-8.05 to 15.7
2598,"'PREIX', 'TIP', 'PRULX', 'INIVX', 'DBC'",42.0,100.0,-14.52,20.0,7.99,-6.66 to 13.66
3114,"'VFINX', 'TIP', 'VUSTX', 'SGGDX', 'DJP'",19.0,150.0,-13.89,19.23,7.99,-6.35 to 13.01
3172,"'VIGRX', 'HYG', 'PRULX', 'VGPMX', 'DBC'",22.0,250.0,-20.64,25.58,7.99,-9.04 to 16.52
4921,"'SWPPX', 'IEI', 'VUSTX', 'VGPMX', 'DBC'",33.0,250.0,-12.35,17.33,7.99,-5.14 to 12.32
2080,"'PREIX', 'ITE', 'PRULX', 'USERX', 'GSP'",17.0,400.0,-11.84,16.54,7.99,-5.32 to 11.16
2936,"'PREIX', 'HYG', 'VUSTX', 'USERX', 'DBC'",42.0,500.0,-18.81,23.64,7.99,-8.93 to 14.95
3071,"'PREIX', 'BIV', 'VUSTX', 'INIVX', 'GSP'",1.0,500.0,-13.4,19.55,7.99,-6.62 to 13.99
2031,"'VFINX', 'IPE', 'PRULX', 'SGGDX', 'DJP'",49.0,600.0,-13.56,19.63,7.99,-6.34 to 13.43
4455,"'PREIX', 'ITE', 'PRULX', 'VGPMX', 'GSP'",36.0,600.0,-13.01,17.54,7.99,-5.65 to 11.74
2256,"'SWPPX', 'IGIB', 'VUSTX', 'OPGSX', 'GSG'",14.0,650.0,-14.97,20.3,7.99,-6.99 to 13.07
2419,"'PREIX', 'ITE', 'VUSTX', 'SGGDX', 'GSP'",16.0,650.0,-11.26,15.95,7.99,-5.88 to 11.28
3704,"'PREIX', 'IEI', 'PRULX', 'OPGSX', 'DJP'",11.0,650.0,-11.26,16.69,7.99,-5.44 to 12.26
1384,"'PREIX', 'IPE', 'VUSTX', 'VGPMX', 'DBC'",29.0,750.0,-15.55,21.16,7.99,-6.32 to 14.97
56,"'SWPPX', 'HYG', 'VUSTX', 'SGGDX', 'GSP'",33.0,800.0,-18.67,23.71,7.99,-9.17 to 15.29
3277,"'PREIX', 'TIP', 'WHOSX', 'USERX', 'GSG'",34.0,800.0,-14.28,19.35,7.99,-5.41 to 13.45
2279,"'SWPPX', 'TIP', 'PRULX', 'SGGDX', 'GSG'",11.0,850.0,-14.11,19.13,7.99,-6.25 to 11.99
1686,"'VIGRX', 'IEF', 'VUSTX', 'VGPMX', 'GSP'",4.0,900.0,-12.82,20.19,7.99,-5.08 to 13.45
2390,"'VFINX', 'BIV', 'PRULX', 'SGGDX', 'GSP'",2.0,950.0,-13.5,17.67,7.99,-6.14 to 12.15
133,"'PREIX', 'IEF', 'PRULX', 'USERX', 'GSP'",1.0,950.0,-11.43,17.61,7.99,-5.05 to 11.99
2674,"'VFINX', 'HYG', 'WHOSX', 'VGPMX', 'GSP'",30.0,1000.0,-20.32,24.54,7.99,-10.64 to 15.16
3786,"'VFINX', 'HYG', 'VUSTX', 'INIVX', 'GSP'",22.0,1000.0,-20.28,24.92,7.99,-10.18 to 15.69
2032,"'VIGRX', 'HYG', 'VUSTX', 'SGGDX', 'GSP'",27.0,1000.0,-18.58,24.41,7.99,-9.35 to 15.11
4920,"'PREIX', 'IEI', 'WHOSX', 'SGGDX', 'GSG'",51.0,1000.0,-9.33,14.08,7.99,-4.98 to 10.0
2326,"'FUSEX', 'BIV', 'VUSTX', 'VGPMX', 'DBC'",40.0,100.0,-14.27,20.09,7.98,-5.99 to 14.72
1505,"'PREIX', 'IEF', 'WHOSX', 'INIVX', 'DBC'",10.0,150.0,-11.29,18.32,7.98,-6.3 to 12.35
4199,"'FUSEX', 'BIV', 'PRULX', 'VGPMX', 'DJP'",19.0,250.0,-14.46,19.14,7.98,-6.16 to 13.16
1023,"'FUSEX', 'IEF', 'VUSTX', 'VGPMX', 'DJP'",33.0,250.0,-12.25,18.18,7.98,-5.2 to 11.99
1892,"'FUSEX', 'HYG', 'VUSTX', 'OPGSX', 'DBC'",2.0,300.0,-20.2,25.14,7.98,-9.74 to 15.71
2360,"'PREIX', 'HYG', 'WHOSX', 'USERX', 'GSP'",35.0,300.0,-19.29,22.76,7.98,-8.73 to 14.38
4659,"'PREIX', 'HYG', 'WHOSX', 'INIVX', 'DJP'",9.0,300.0,-17.69,23.48,7.98,-8.94 to 15.24
1691,"'SWPPX', 'IGIB', 'PRULX', 'INIVX', 'GSP'",32.0,300.0,-14.57,20.09,7.98,-6.73 to 13.78
2006,"'SWPPX', 'ITE', 'VUSTX', 'INIVX', 'DJP'",7.0,300.0,-11.6,17.45,7.98,-5.4 to 12.6
3701,"'VFINX', 'IPE', 'WHOSX', 'OPGSX', 'DBC'",30.0,400.0,-14.41,20.94,7.98,-7.36 to 15.41
520,"'FUSEX', 'IPE', 'PRULX', 'SGGDX', 'GSP'",36.0,400.0,-14.07,19.56,7.98,-6.32 to 12.54
4550,"'PREIX', 'HYG', 'PRULX', 'INIVX', 'GSG'",37.0,550.0,-19.87,24.66,7.98,-9.99 to 16.11
1674,"'VFINX', 'HYG', 'WHOSX', 'OPGSX', 'GSP'",30.0,650.0,-20.01,24.49,7.98,-10.13 to 15.36
1578,"'VFINX', 'IEI', 'VUSTX', 'USERX', 'DBC'",36.0,700.0,-10.38,15.46,7.98,-4.46 to 11.61
2223,"'PREIX', 'IGIB', 'PRULX', 'USERX', 'DBC'",50.0,750.0,-12.82,18.42,7.98,-5.19 to 13.97
4743,"'FUSEX', 'IPE', 'WHOSX', 'VGPMX', 'GSG'",46.0,800.0,-14.68,20.38,7.98,-6.68 to 14.52
2175,"'SWPPX', 'IEI', 'VUSTX', 'OPGSX', 'GSG'",26.0,800.0,-10.78,17.44,7.98,-5.81 to 12.3
189,"'VFINX', 'TIP', 'PRULX', 'USERX', 'DBC'",4.0,900.0,-14.21,19.59,7.98,-5.57 to 13.47
1751,"'SWPPX', 'BIV', 'VUSTX', 'INIVX', 'GSG'",4.0,900.0,-13.91,19.24,7.98,-6.18 to 13.75
1229,"'SWPPX', 'BIV', 'VUSTX', 'SGGDX', 'GSG'",17.0,900.0,-13.18,18.2,7.98,-5.86 to 12.68
1506,"'VIGRX', 'ITE', 'PRULX', 'USERX', 'GSP'",35.0,900.0,-11.85,16.72,7.98,-3.7 to 11.5
1207,"'VFINX', 'TIP', 'PRULX', 'USERX', 'DJP'",33.0,950.0,-14.61,19.5,7.98,-5.69 to 13.4
4363,"'FUSEX', 'BIV', 'VUSTX', 'USERX', 'GSP'",18.0,100.0,-13.2,18.42,7.97,-5.8 to 13.25
967,"'PREIX', 'IPE', 'VUSTX', 'USERX', 'GSG'",23.0,150.0,-15.15,20.2,7.97,-5.85 to 13.87
4352,"'PREIX', 'IGIB', 'WHOSX', 'OPGSX', 'GSP'",11.0,150.0,-14.15,19.72,7.97,-6.48 to 12.34
2020,"'PREIX', 'IEI', 'VUSTX', 'VGPMX', 'GSG'",51.0,150.0,-10.77,16.82,7.97,-5.54 to 11.62
670,"'FUSEX', 'ITE', 'WHOSX', 'SGGDX', 'GSG'",50.0,150.0,-9.86,14.54,7.97,-5.16 to 10.72
2804,"'FUSEX', 'HYG', 'VUSTX', 'OPGSX', 'GSP'",8.0,200.0,-20.29,24.98,7.97,-10.51 to 14.68
1771,"'VFINX', 'HYG', 'WHOSX', 'INIVX', 'DJP'",7.0,300.0,-18.9,23.67,7.97,-9.55 to 15.18
1655,"'VFINX', 'HYG', 'PRULX', 'SGGDX', 'DJP'",4.0,300.0,-18.84,23.42,7.97,-9.03 to 15.25
4269,"'SWPPX', 'HYG', 'PRULX', 'INIVX', 'GSP'",42.0,400.0,-19.67,24.67,7.97,-10.66 to 15.32
2418,"'SWPPX', 'HYG', 'WHOSX', 'INIVX', 'DBC'",10.0,450.0,-19.17,24.19,7.97,-9.78 to 16.12
802,"'PREIX', 'ITE', 'VUSTX', 'VGPMX', 'GSP'",29.0,450.0,-12.94,17.24,7.97,-6.39 to 11.79
2905,"'VIGRX', 'HYG', 'WHOSX', 'USERX', 'DJP'",27.0,500.0,-17.44,23.87,7.97,-7.9 to 14.1
1140,"'VFINX', 'TIP', 'PRULX', 'INIVX', 'GSP'",10.0,550.0,-15.68,21.09,7.97,-7.5 to 13.7
870,"'VIGRX', 'HYG', 'PRULX', 'SGGDX', 'GSP'",46.0,600.0,-18.5,24.54,7.97,-9.41 to 15.32
4439,"'SWPPX', 'IEF', 'VUSTX', 'VGPMX', 'GSP'",3.0,600.0,-13.89,19.57,7.97,-6.28 to 12.49
1376,"'PREIX', 'HYG', 'VUSTX', 'USERX', 'GSG'",47.0,650.0,-19.69,23.95,7.97,-9.28 to 14.66
2249,"'FUSEX', 'IPE', 'WHOSX', 'VGPMX', 'GSG'",38.0,650.0,-15.52,20.11,7.97,-6.53 to 13.72
2232,"'FUSEX', 'HYG', 'PRULX', 'VGPMX', 'GSG'",48.0,700.0,-21.11,24.78,7.97,-10.08 to 15.45
3851,"'FUSEX', 'HYG', 'PRULX', 'USERX', 'DBC'",22.0,700.0,-19.03,23.52,7.97,-8.96 to 15.26
4441,"'VIGRX', 'HYG', 'WHOSX', 'SGGDX', 'GSG'",50.0,700.0,-17.43,23.06,7.97,-8.5 to 14.76
428,"'SWPPX', 'IEI', 'PRULX', 'INIVX', 'DBC'",22.0,700.0,-10.65,17.36,7.97,-5.39 to 12.2
4546,"'VFINX', 'IGIB', 'VUSTX', 'OPGSX', 'GSG'",14.0,750.0,-15.11,20.25,7.97,-6.86 to 13.16
4245,"'PREIX', 'IPE', 'WHOSX', 'USERX', 'GSP'",34.0,800.0,-14.45,19.36,7.97,-5.74 to 13.69
842,"'FUSEX', 'ITE', 'PRULX', 'VGPMX', 'DJP'",36.0,800.0,-12.22,16.58,7.97,-5.68 to 11.8
1270,"'VFINX', 'HYG', 'VUSTX', 'SGGDX', 'DJP'",16.0,850.0,-18.26,23.51,7.97,-9.32 to 15.26
3103,"'PREIX', 'IGIB', 'PRULX', 'SGGDX', 'GSG'",31.0,850.0,-12.89,18.53,7.97,-5.52 to 12.53
4693,"'PREIX', 'TIP', 'VUSTX', 'SGGDX', 'GSP'",2.0,950.0,-14.79,19.89,7.97,-6.47 to 13.15
3932,"'VFINX', 'BIV', 'WHOSX', 'INIVX', 'GSP'",6.0,1000.0,-13.41,18.62,7.97,-6.38 to 13.46
768,"'VFINX', 'HYG', 'WHOSX', 'USERX', 'DJP'",30.0,100.0,-18.64,23.35,7.96,-8.51 to 15.04
595,"'PREIX', 'IPE', 'PRULX', 'VGPMX', 'GSP'",5.0,100.0,-15.53,21.56,7.96,-6.68 to 14.66
4968,"'SWPPX', 'HYG', 'VUSTX', 'USERX', 'DJP'",32.0,150.0,-19.8,23.81,7.96,-9.13 to 15.02
1297,"'PREIX', 'IGIB', 'VUSTX', 'SGGDX', 'DBC'",11.0,150.0,-13.0,18.73,7.96,-5.51 to 13.01
4518,"'SWPPX', 'IEF', 'PRULX', 'VGPMX', 'DJP'",12.0,200.0,-12.65,17.69,7.96,-5.86 to 12.29
4037,"'SWPPX', 'ITE', 'PRULX', 'SGGDX', 'DJP'",5.0,200.0,-10.5,15.18,7.96,-5.04 to 10.69
1332,"'SWPPX', 'IGIB', 'WHOSX', 'VGPMX', 'DJP'",17.0,250.0,-14.56,19.77,7.96,-6.14 to 12.78
3073,"'SWPPX', 'HYG', 'WHOSX', 'USERX', 'GSG'",19.0,300.0,-18.85,22.94,7.96,-9.07 to 13.99
3656,"'PREIX', 'TIP', 'PRULX', 'VGPMX', 'GSP'",23.0,300.0,-14.37,21.16,7.96,-6.51 to 14.72
4279,"'FUSEX', 'HYG', 'PRULX', 'OPGSX', 'GSG'",48.0,350.0,-20.07,24.94,7.96,-10.09 to 15.12
2403,"'SWPPX', 'TIP', 'PRULX', 'SGGDX', 'DJP'",26.0,350.0,-13.42,18.63,7.96,-6.4 to 12.35
2059,"'PREIX', 'ITE', 'PRULX', 'USERX', 'GSG'",38.0,500.0,-11.29,16.1,7.96,-4.92 to 11.35
2438,"'VFINX', 'IPE', 'VUSTX', 'VGPMX', 'GSG'",49.0,550.0,-15.24,20.7,7.96,-6.37 to 15.1
2117,"'FUSEX', 'IGIB', 'WHOSX', 'USERX', 'GSP'",22.0,600.0,-13.5,18.86,7.96,-5.52 to 12.79
4280,"'PREIX', 'IGIB', 'VUSTX', 'VGPMX', 'GSG'",25.0,650.0,-15.13,20.56,7.96,-6.48 to 13.36
3545,"'FUSEX', 'IEF', 'VUSTX', 'USERX', 'DJP'",44.0,650.0,-11.09,16.95,7.96,-5.38 to 12.59
3716,"'PREIX', 'TIP', 'PRULX', 'VGPMX', 'DBC'",42.0,700.0,-15.16,21.17,7.96,-6.42 to 14.69
1560,"'VFINX', 'BIV', 'VUSTX', 'VGPMX', 'DBC'",33.0,700.0,-14.65,19.76,7.96,-5.46 to 13.62
2950,"'FUSEX', 'IGIB', 'PRULX', 'SGGDX', 'DJP'",2.0,850.0,-12.29,18.62,7.96,-5.08 to 12.81
2521,"'SWPPX', 'IGIB', 'PRULX', 'OPGSX', 'GSP'",1.0,1000.0,-14.82,20.57,7.96,-6.69 to 12.56
4004,"'SWPPX', 'HYG', 'PRULX', 'INIVX', 'GSG'",3.0,150.0,-19.89,24.94,7.95,-10.02 to 15.32
4991,"'FUSEX', 'HYG', 'VUSTX', 'SGGDX', 'DBC'",1.0,150.0,-18.01,23.66,7.95,-9.27 to 15.42
1927,"'VFINX', 'HYG', 'VUSTX', 'SGGDX', 'DJP'",26.0,150.0,-17.56,22.88,7.95,-9.14 to 14.42
384,"'PREIX', 'ITE', 'PRULX', 'SGGDX', 'DJP'",16.0,150.0,-10.46,16.03,7.95,-5.27 to 11.04
1539,"'SWPPX', 'ITE', 'PRULX', 'SGGDX', 'GSG'",28.0,200.0,-10.07,16.44,7.95,-5.56 to 11.41
3490,"'PREIX', 'TIP', 'PRULX', 'OPGSX', 'DBC'",7.0,300.0,-15.16,20.61,7.95,-6.86 to 13.59
1431,"'PREIX', 'IGIB', 'VUSTX', 'SGGDX', 'GSP'",6.0,300.0,-13.73,18.97,7.95,-6.22 to 12.76
792,"'SWPPX', 'ITE', 'PRULX', 'USERX', 'DBC'",17.0,300.0,-11.29,15.19,7.95,-4.71 to 11.55
439,"'PREIX', 'IGIB', 'PRULX', 'OPGSX', 'DJP'",34.0,350.0,-14.32,20.02,7.95,-6.05 to 14.12
1172,"'VFINX', 'BIV', 'VUSTX', 'OPGSX', 'DBC'",7.0,500.0,-13.59,20.08,7.95,-6.19 to 14.05
1059,"'VFINX', 'BIV', 'WHOSX', 'VGPMX', 'GSP'",50.0,500.0,-13.19,17.71,7.95,-6.11 to 13.21
157,"'VFINX', 'HYG', 'VUSTX', 'OPGSX', 'GSP'",29.0,550.0,-20.4,24.84,7.95,-10.78 to 14.8
193,"'FUSEX', 'IGIB', 'PRULX', 'VGPMX', 'GSG'",12.0,550.0,-15.7,20.28,7.95,-6.69 to 13.4
3288,"'VIGRX', 'HYG', 'PRULX', 'OPGSX', 'GSP'",1.0,650.0,-20.31,26.15,7.95,-9.6 to 16.03
4170,"'PREIX', 'HYG', 'WHOSX', 'VGPMX', 'DBC'",51.0,650.0,-18.82,23.2,7.95,-9.0 to 15.72
3517,"'FUSEX', 'ITE', 'WHOSX', 'USERX', 'DJP'",11.0,700.0,-10.31,15.3,7.95,-4.61 to 11.37
4075,"'FUSEX', 'HYG', 'PRULX', 'INIVX', 'DBC'",12.0,750.0,-18.8,24.21,7.95,-9.6 to 15.76
4454,"'VFINX', 'IGIB', 'VUSTX', 'OPGSX', 'DBC'",47.0,750.0,-13.57,20.11,7.95,-5.62 to 13.74
4266,"'FUSEX', 'ITE', 'VUSTX', 'INIVX', 'DJP'",13.0,800.0,-11.39,17.29,7.95,-5.56 to 12.62
549,"'FUSEX', 'HYG', 'VUSTX', 'USERX', 'GSP'",51.0,900.0,-19.71,23.15,7.95,-8.78 to 14.71
4701,"'VFINX', 'HYG', 'PRULX', 'USERX', 'GSP'",23.0,950.0,-20.28,23.89,7.95,-10.2 to 15.2
140,"'FUSEX', 'TIP', 'PRULX', 'OPGSX', 'GSG'",41.0,100.0,-15.33,20.73,7.94,-6.79 to 14.08
2164,"'VFINX', 'HYG', 'VUSTX', 'INIVX', 'DBC'",8.0,200.0,-19.19,24.45,7.94,-9.47 to 15.63
581,"'FUSEX', 'IPE', 'PRULX', 'VGPMX', 'DBC'",8.0,200.0,-15.97,20.99,7.94,-6.52 to 14.29
3127,"'PREIX', 'HYG', 'PRULX', 'VGPMX', 'DBC'",19.0,300.0,-20.67,24.78,7.94,-9.9 to 15.9
4193,"'FUSEX', 'TIP', 'VUSTX', 'OPGSX', 'DBC'",7.0,300.0,-15.21,20.94,7.94,-6.84 to 14.12
2056,"'PREIX', 'IGIB', 'PRULX', 'USERX', 'DJP'",14.0,300.0,-13.24,19.0,7.94,-5.24 to 13.06
1947,"'VFINX', 'ITE', 'VUSTX', 'USERX', 'DJP'",1.0,300.0,-11.17,16.0,7.94,-4.32 to 12.09
3562,"'VFINX', 'IPE', 'WHOSX', 'USERX', 'DJP'",15.0,400.0,-13.78,19.94,7.94,-6.34 to 13.84
2277,"'SWPPX', 'HYG', 'WHOSX', 'OPGSX', 'DJP'",16.0,450.0,-19.0,24.29,7.94,-9.62 to 14.69
4219,"'VFINX', 'IEF', 'WHOSX', 'VGPMX', 'GSG'",11.0,500.0,-12.32,17.38,7.94,-5.41 to 11.36
2427,"'SWPPX', 'HYG', 'PRULX', 'SGGDX', 'GSP'",41.0,550.0,-19.46,23.58,7.94,-10.14 to 15.09
4446,"'PREIX', 'IGIB', 'PRULX', 'INIVX', 'GSP'",16.0,600.0,-14.09,20.15,7.94,-6.93 to 13.9
375,"'SWPPX', 'HYG', 'PRULX', 'VGPMX', 'DJP'",21.0,650.0,-21.23,25.16,7.94,-10.36 to 14.9
4521,"'PREIX', 'TIP', 'PRULX', 'USERX', 'GSP'",23.0,700.0,-15.06,19.39,7.94,-5.92 to 12.88
2520,"'SWPPX', 'IPE', 'WHOSX', 'INIVX', 'GSP'",33.0,900.0,-14.84,20.39,7.94,-7.18 to 12.82
2244,"'SWPPX', 'BIV', 'PRULX', 'INIVX', 'GSP'",29.0,900.0,-13.46,18.51,7.94,-6.42 to 13.55
2761,"'SWPPX', 'HYG', 'PRULX', 'USERX', 'GSG'",48.0,100.0,-19.76,23.69,7.93,-9.11 to 15.0
1645,"'FUSEX', 'IGIB', 'PRULX', 'USERX', 'GSG'",17.0,150.0,-14.34,18.97,7.93,-5.85 to 12.49
1590,"'SWPPX', 'ITE', 'WHOSX', 'VGPMX', 'GSP'",16.0,150.0,-12.13,17.63,7.93,-5.92 to 12.2
2597,"'SWPPX', 'HYG', 'PRULX', 'INIVX', 'GSG'",29.0,200.0,-19.82,23.92,7.93,-10.43 to 15.3
1556,"'VIGRX', 'HYG', 'PRULX', 'SGGDX', 'DJP'",51.0,200.0,-18.07,23.64,7.93,-8.52 to 15.27
1967,"'SWPPX', 'TIP', 'WHOSX', 'OPGSX', 'GSP'",23.0,350.0,-15.04,20.45,7.93,-7.16 to 13.96
2383,"'PREIX', 'BIV', 'PRULX', 'VGPMX', 'DJP'",14.0,400.0,-14.92,19.6,7.93,-6.19 to 13.72
2311,"'FUSEX', 'IGIB', 'VUSTX', 'SGGDX', 'DJP'",9.0,400.0,-13.21,18.78,7.93,-5.36 to 12.79
1246,"'FUSEX', 'IGIB', 'PRULX', 'VGPMX', 'GSP'",12.0,450.0,-15.75,20.5,7.93,-7.03 to 13.53
3315,"'SWPPX', 'IEI', 'VUSTX', 'VGPMX', 'DJP'",14.0,500.0,-12.76,18.18,7.93,-5.37 to 12.64
1567,"'PREIX', 'HYG', 'WHOSX', 'USERX', 'DJP'",48.0,550.0,-17.56,23.16,7.93,-8.54 to 15.07
644,"'FUSEX', 'IPE', 'PRULX', 'VGPMX', 'GSP'",25.0,600.0,-16.04,21.39,7.93,-6.89 to 14.68
4114,"'PREIX', 'HYG', 'VUSTX', 'SGGDX', 'DJP'",43.0,650.0,-18.11,23.68,7.93,-9.36 to 15.03
4768,"'PREIX', 'IGIB', 'PRULX', 'VGPMX', 'GSG'",32.0,650.0,-15.68,20.75,7.93,-6.27 to 13.78
276,"'PREIX', 'BIV', 'PRULX', 'VGPMX', 'DJP'",23.0,650.0,-14.69,19.48,7.93,-5.97 to 13.37
1910,"'FUSEX', 'IGIB', 'PRULX', 'INIVX', 'DJP'",32.0,650.0,-13.15,20.03,7.93,-6.22 to 14.32
1999,"'PREIX', 'ITE', 'VUSTX', 'USERX', 'DJP'",19.0,650.0,-10.9,15.4,7.93,-4.58 to 11.84
2473,"'VIGRX', 'HYG', 'VUSTX', 'SGGDX', 'GSG'",44.0,750.0,-18.5,24.75,7.93,-8.9 to 15.14
4060,"'PREIX', 'TIP', 'VUSTX', 'VGPMX', 'DJP'",15.0,750.0,-15.87,21.0,7.93,-6.78 to 14.37
170,"'VFINX', 'IEI', 'VUSTX', 'INIVX', 'DJP'",26.0,850.0,-10.78,17.05,7.93,-5.21 to 12.59
1959,"'VIGRX', 'IGIB', 'WHOSX', 'OPGSX', 'DJP'",3.0,900.0,-13.0,20.34,7.93,-5.23 to 13.12
4637,"'PREIX', 'BIV', 'VUSTX', 'SGGDX', 'DBC'",11.0,900.0,-12.57,17.67,7.93,-6.0 to 12.16
654,"'PREIX', 'BIV', 'WHOSX', 'SGGDX', 'GSG'",35.0,900.0,-12.16,17.45,7.93,-5.58 to 11.95
372,"'SWPPX', 'IEI', 'PRULX', 'VGPMX', 'GSG'",26.0,950.0,-12.16,17.4,7.93,-6.04 to 12.02
2640,"'PREIX', 'HYG', 'VUSTX', 'VGPMX', 'DBC'",31.0,1000.0,-20.52,25.21,7.93,-9.11 to 15.94
3613,"'FUSEX', 'IGIB', 'PRULX', 'USERX', 'DJP'",10.0,100.0,-13.31,19.27,7.92,-5.2 to 13.01
1303,"'FUSEX', 'HYG', 'VUSTX', 'OPGSX', 'GSG'",10.0,150.0,-20.86,25.18,7.92,-10.84 to 15.3
185,"'VIGRX', 'HYG', 'PRULX', 'VGPMX', 'DJP'",16.0,150.0,-20.74,25.88,7.92,-9.38 to 16.58
4598,"'PREIX', 'HYG', 'PRULX', 'VGPMX', 'DBC'",47.0,150.0,-20.56,24.47,7.92,-10.29 to 15.03
4350,"'FUSEX', 'TIP', 'VUSTX', 'USERX', 'GSG'",9.0,200.0,-14.78,20.19,7.92,-5.71 to 13.07
833,"'VFINX', 'IPE', 'VUSTX', 'OPGSX', 'DJP'",3.0,300.0,-15.15,20.3,7.92,-6.83 to 14.93
1795,"'PREIX', 'ITE', 'VUSTX', 'OPGSX', 'DBC'",11.0,350.0,-11.87,17.18,7.92,-5.89 to 12.56
579,"'VFINX', 'HYG', 'PRULX', 'OPGSX', 'GSG'",1.0,500.0,-19.98,25.13,7.92,-9.68 to 15.08
97,"'PREIX', 'ITE', 'VUSTX', 'VGPMX', 'GSG'",35.0,500.0,-13.06,17.6,7.92,-5.6 to 11.34
2133,"'FUSEX', 'TIP', 'WHOSX', 'OPGSX', 'GSP'",49.0,600.0,-14.17,20.5,7.92,-6.94 to 14.29
1835,"'VFINX', 'IGIB', 'WHOSX', 'OPGSX', 'GSP'",52.0,600.0,-13.3,18.81,7.92,-6.46 to 13.38
4308,"'VFINX', 'HYG', 'VUSTX', 'INIVX', 'DJP'",49.0,650.0,-19.02,24.41,7.92,-9.76 to 15.09
4189,"'VIGRX', 'HYG', 'VUSTX', 'INIVX', 'GSP'",34.0,700.0,-20.09,25.97,7.92,-9.47 to 16.6
1253,"'PREIX', 'HYG', 'PRULX', 'INIVX', 'DJP'",35.0,700.0,-19.06,23.88,7.92,-9.88 to 14.96
4993,"'FUSEX', 'IPE', 'VUSTX', 'INIVX', 'GSP'",38.0,750.0,-15.51,20.81,7.92,-7.49 to 14.38
444,"'PREIX', 'IGIB', 'VUSTX', 'SGGDX', 'GSG'",37.0,750.0,-13.64,18.54,7.92,-5.77 to 12.28
4479,"'VIGRX', 'HYG', 'PRULX', 'INIVX', 'GSG'",41.0,900.0,-20.0,25.36,7.92,-9.73 to 15.56
729,"'SWPPX', 'BIV', 'WHOSX', 'VGPMX', 'DJP'",38.0,950.0,-13.37,18.92,7.92,-6.24 to 13.43
23,"'SWPPX', 'HYG', 'VUSTX', 'USERX', 'DBC'",38.0,1000.0,-19.39,23.24,7.92,-9.35 to 14.4
1412,"'SWPPX', 'HYG', 'WHOSX', 'OPGSX', 'DBC'",21.0,1000.0,-18.85,24.65,7.92,-9.23 to 15.59
761,"'VFINX', 'HYG', 'WHOSX', 'VGPMX', 'DBC'",13.0,300.0,-19.93,24.62,7.91,-10.09 to 15.01
3452,"'FUSEX', 'HYG', 'WHOSX', 'VGPMX', 'GSG'",45.0,300.0,-19.62,24.67,7.91,-10.2 to 14.07
424,"'PREIX', 'TIP', 'VUSTX', 'VGPMX', 'DBC'",51.0,300.0,-14.81,20.27,7.91,-6.19 to 13.97
3346,"'SWPPX', 'BIV', 'VUSTX', 'OPGSX', 'DJP'",48.0,450.0,-13.71,19.64,7.91,-6.49 to 14.32
2820,"'FUSEX', 'HYG', 'WHOSX', 'VGPMX', 'DBC'",50.0,500.0,-18.95,23.67,7.91,-8.53 to 15.81
2800,"'SWPPX', 'IEF', 'VUSTX', 'VGPMX', 'GSP'",10.0,550.0,-13.7,18.98,7.91,-6.41 to 12.48
4495,"'PREIX', 'ITE', 'VUSTX', 'VGPMX', 'GSG'",29.0,600.0,-12.74,17.14,7.91,-5.87 to 11.64
